Código;CódigoAux;CódigoBarras;Nombre;Descatalogado;FechaA;FechaV;RedondeoUnitario;Multiproveedor;CODPROV;Proveedor;PrecioLista;Desc1;Desc2;Desc3;Desc4;PrecioCompra;PrecioVenta;PrecioVenta2;PrecioVenta3;PrecioVenta4;RecargoMínimo;Moneda;CuentaC;CuentaV;IVA;IVAEsp;Exento;NoGravado;ImpIntAlic;ImpIntMonto;Garantía;Ubicación;Clasificación;Subclasificación;Servicio;MateriaPrima;PermitirCaract;RequerirDetalle;ControlarStock;ControlarStockGrupo;*Imagen;Descrip;CantBulto;Unidad;StockI;StockA;StockM;StockI2;StockA2;StockM2;StockI3;StockA3;StockM3;StockI4;StockA4;StockM4;AlmPredet;Grupo;PrecioVFijoGrupo;RecargoFijoGrupo;FechaÚltimaActPrecioC;FechaÚltimaActPrecioV;FechaÚltimaActPrecioV2;FechaÚltimaActPrecioV3;FechaÚltimaActPrecioV4;CP1;CP2;CP3;CP4
A-2156;;101104;PULSADOR NEUMATICO CROMO;FALSO;06/03/2025 11:33:01 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;5794,8;5794,8;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-2157;;101106;REGULADOR DE AIRE BLANCO;FALSO;06/03/2025 11:33:01 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;5451,6;5451,6;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-2158;;101107;REGULADOR DE AIRE CROMO;FALSO;06/03/2025 11:33:01 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;5834,4;5834,4;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-2159;;101109;SUCCION HIDROMASAJE/SPA BLANCO;FALSO;06/03/2025 11:33:01 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;7233,6;7233,6;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-2160;;101110;SUCCION HIDROMASAJE/SPA CROMO;FALSO;06/03/2025 11:33:01 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;9966;9966;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-2161;;600010;"FILTRO SOBRE MESADA PARA CARTUCHOS 10"""". S/CARTUCHO";FALSO;06/03/2025 11:33:01 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;60825,6;60825,6;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-2162;;600030;"FILTRO BAJO MESADA PARA CARTUCHOS 10"""". S/CARTUCHO";FALSO;06/03/2025 11:33:01 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;78183,6;78183,6;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-2163;;600450;"CARTUCHO CARBON BLOCK 10"""" X 2.5"""" (69MM) - NS";FALSO;06/03/2025 11:33:01 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;23878,8;23878,8;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-2164;;600050;SISTEMA DE ULTRAFILTRACION NELVA;FALSO;06/03/2025 11:33:01 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;221654,4;221654,4;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-2165;;600061;CARTUCHO QC3 - SEDIMENTOS ANTIBACTERIAS 5 MICRAS;FALSO;06/03/2025 11:33:01 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;20526;20526;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-2166;;600062;CARTUCHO QC3 - CARBON BLOCK;FALSO;06/03/2025 11:33:01 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;24076,8;24076,8;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-2167;;600063;CARTUCHO QC3 - MEMBRANA DE ULTRAFILTRACION;FALSO;06/03/2025 11:33:01 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;57459,6;57459,6;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-2168;;600064;CARTUCHO QC3 - CARBON BLOCK ANTIBACTERIAS;FALSO;06/03/2025 11:33:01 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;41883,6;41883,6;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-2169;;600040;OSMOSIS INVERSA NEREO - 5 ETAPAS;FALSO;06/03/2025 11:33:01 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;423852;423852;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-217;;22900/3;ANAFE INDUSTRIAL 1 HORNALLA 18000 CALORIAS HERCULES;FALSO;03/06/2025;;FALSO;FALSO;2;CASA JARSE;0;0;0;0;0;70200;122314,0496;122314,0496;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Anafe;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-2170;;600041;KIT 1 CARTUCHOS ESTANDAR - OSMOSIS;FALSO;06/03/2025 11:33:01 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;27390;27390;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-2171;;600042;KIT 2 CARTUCHOS DIAM. 69 - OSMOSIS;FALSO;06/03/2025 11:33:01 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;36920,4;36920,4;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-2172;;600043;KIT 3 CARTUCHOS DIAM. 69 ANTI-BACTERIAS - OSMOSIS;FALSO;06/03/2025 11:33:01 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;58040,4;58040,4;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-2173;;600045;MEMBRANA PARA OSMOSIS INVERSA 50 GPD;FALSO;06/03/2025 11:33:01 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;41883,6;41883,6;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-2174;;600046;POST-FILTRO EN LINEA CARBON ANTIBACT. - OSMOSIS;FALSO;06/03/2025 11:33:01 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;10111,2;10111,2;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-2175;;600001;FILTRO PARA DUCHA COLOR BLANCO;FALSO;06/03/2025 11:33:01 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;38002,8;38002,8;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-2176;;600015;LENA-FILTRACION BAJO MESADA;FALSO;06/03/2025 11:33:01 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;147523,2;147523,2;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-2177;;600016;LENA-ULTRAFILTRACION BAJO MESADA;FALSO;06/03/2025 11:33:01 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;206804,4;206804,4;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-2178;;600020;EQUIPO DE ULTRAFILTRACION - BAJO MESADA;FALSO;06/03/2025 11:33:01 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;159759,6;159759,6;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-2179;;600021;EQUIPO DE ULTRAFILTRACION PLUS - BAJO MESADA;FALSO;06/03/2025 11:33:01 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;207952,8;207952,8;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-2180;;600017;CARTUCHO BAYONETA - SEDIMENTOS;FALSO;06/03/2025 11:33:01 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;15272,4;15272,4;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-2181;;600018;CARTUCHO BAYONETA - CARBON ACTIVADO;FALSO;06/03/2025 11:33:01 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;17490;17490;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-2182;;600019;CARTUCHO BAYONETA - CARBON ACTIVADO + UF;FALSO;06/03/2025 11:33:01 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;75451,2;75451,2;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-2183;;600022;MEMBRANA DE ULTRAFILTRACION;FALSO;06/03/2025 11:33:01 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;29502;29502;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-2184;;600023;POST-FILTRO EN LINEA UF;FALSO;06/03/2025 11:33:01 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;7444,8;7444,8;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-2185;;600024;POST-FILTRO EN LINEA CARBON BLOCK - NS;FALSO;06/03/2025 11:33:01 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;22096,8;22096,8;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-2186;;600200;"CARCASA DE FILTRACION OPACO LARGO 10""""";FALSO;06/03/2025 11:33:01 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;35706;35706;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-2187;;600201;"CARCASA DE FILTRACION TRANSPARENTE  LARGO 10""""";FALSO;06/03/2025 11:33:01 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;37804,8;37804,8;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-2188;;600205;"CARCASA DE FILTRACION LARGO 20""""";FALSO;06/03/2025 11:33:01 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;97864,8;97864,8;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-2189;;600206;"CARCASA FILTRO 20"""" AZUL (HASTA Ø 69MM) CONEX. 3/4""""";FALSO;06/03/2025 11:33:01 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;53974,8;53974,8;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-219;;11621/2;ANAFE 1 HORNALLA ROJO CON REG 1.5 MTS;FALSO;03/06/2025;;FALSO;FALSO;2;CASA JARSE;0;0;0;0;0;38188;69834,7107;69834,7107;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Anafe;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-2190;;600210;"CARCASA DE FILTRACION BIG BLUE LARGO 20""""";FALSO;06/03/2025 11:33:01 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;118364,4;118364,4;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-2191;;600481;SOPORTE FIJACION CARCASA 10'' / 20'';FALSO;06/03/2025 11:33:01 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;4461,6;4461,6;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-2192;;600482;"SOPORTE FIJACION CARCASA FILTRO 20"""" AZUL";FALSO;06/03/2025 11:33:01 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;7563,6;7563,6;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-2193;;600483;SOPORTE FIJACION CARCASA BIG BLUE;FALSO;06/03/2025 11:33:01 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;15615,6;15615,6;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-2194;;600220;"CARTUCHO SEDIMENTOS 10"""" X 2.5"""" (63MM) 1 MICRON";FALSO;06/03/2025 11:33:01 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;4646,4;4646,4;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-2195;;600225;"CARTUCHO SEDIMENTOS 10"""" X 2.5"""" (63MM) 5 MICRONES";FALSO;06/03/2025 11:33:01 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;4646,4;4646,4;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-2196;;600230;"CARTUCHO SEDIMENTOS 10"""" X 2.5"""" (63MM) 20 MICRONES";FALSO;06/03/2025 11:33:01 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;4646,4;4646,4;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-2197;;600235;"CARTUCHO SEDIMENTOS 20"""" X 2.5"""" (63MM) 1 MICRON";FALSO;06/03/2025 11:33:01 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;8091,6;8091,6;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-2198;;600240;"CARTUCHO SEDIMENTOS 20"""" X 2.5"""" (63MM) 5 MICRONES";FALSO;06/03/2025 11:33:01 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;8091,6;8091,6;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-2199;;600245;"CARTUCHO SEDIMENTOS 20"""" X 2.5"""" (63MM) 20 MICRONES";FALSO;06/03/2025 11:33:01 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;8091,6;8091,6;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-22;;22;BIDON 20 LITROS POLICARBONATO CON MANIJA;FALSO;06/03/2025 11:32:38 a.?m.;;FALSO;FALSO;21;ARO PLASTYC;0;0;0;0;0;0;8161,157;8161,157;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-220;;26485/7;ANAFE 1 HORNALLA ALUMINIO FOCO;FALSO;03/06/2025;;FALSO;FALSO;2;CASA JARSE;0;0;0;0;0;16100;27438,0165;27438,0165;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Anafe;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-2200;;600250;"CARTUCHO SEDIMENTOS BIG 20"""" X 4.5"""" - 1 MICRON";FALSO;06/03/2025 11:33:01 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;32604;32604;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-2201;;600255;"CARTUCHO SEDIMENTOS BIG 20"""" X 4.5"""" - 5 MICRONES";FALSO;06/03/2025 11:33:01 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;32604;32604;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-2202;;600260;"CARTUCHO SEDIMENTOS BIG 20"""" X 4.5"""" - 20 MICRONES";FALSO;06/03/2025 11:33:01 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;32604;32604;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-2203;;600450;"CARTUCHO CARBON BLOCK 10"""" X 2.5"""" (69MM) - NS";FALSO;06/03/2025 11:33:01 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;23878,8;23878,8;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-2204;;600451;"CARTUCHO CARBON BLOCK 10"""" X 2.5"""" (69MM)";FALSO;06/03/2025 11:33:01 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;14269,2;14269,2;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-2205;;600455;"CARTUCHO CARBON BLOCK 20"""" X 2.5"""" (69MM) - NS";FALSO;06/03/2025 11:33:01 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;63492;63492;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-2206;;600456;"CARTUCHO CARBON BLOCK 20"""" X 2.5"""" (63MM)";FALSO;06/03/2025 11:33:01 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;35230,8;35230,8;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
